,lambd,p,true_label,ones_label,logit_gap,cert_r
0,0.25,29,1,1,0.75,1.5
1,0.25,23,2,1,0.0,0.0
2,0.25,37,2,1,0.0,0.0
3,0.25,22,1,1,0.25,0.5
4,0.25,33,2,2,1.0,2.0
5,0.25,21,0,1,0.75,1.5
6,0.25,38,1,1,0.375,0.75
7,0.25,27,2,2,0.5,1.0
8,0.25,23,2,2,0.5,1.0
9,0.25,22,2,1,0.0,0.0
10,0.25,35,2,2,0.25,0.5
11,0.25,21,0,1,0.25,0.5
12,0.25,31,1,1,1.0,2.0
13,0.25,17,2,2,0.75,1.5
14,0.25,29,1,1,1.0,2.0
15,0.25,28,1,1,0.0,0.0
16,0.25,33,1,1,0.5,1.0
17,0.25,38,1,1,0.0,0.0
18,0.25,23,1,1,0.75,1.5
19,0.25,31,1,1,0.25,0.5
20,0.25,19,1,1,0.125,0.25
21,0.25,40,2,2,0.5,1.0
22,0.25,25,2,1,0.75,1.5
23,0.25,43,2,1,0.5,1.0
24,0.25,24,1,1,0.75,1.5
25,0.25,22,2,2,0.25,0.5
26,0.25,28,2,2,0.5,1.0
27,0.25,20,2,1,0.0,0.0
28,0.25,28,2,1,0.5,1.0
29,0.25,38,2,1,0.0,0.0
30,0.25,16,2,1,0.0,0.0
31,0.25,25,1,1,0.5,1.0
32,0.25,24,1,1,0.5,1.0
33,0.25,16,2,1,0.5,1.0
34,0.25,26,2,2,1.0,2.0
35,0.25,29,1,1,1.0,2.0
36,0.25,42,2,1,0.0,0.0
37,0.25,30,1,1,1.0,2.0
38,0.25,36,0,1,0.375,0.75
39,0.25,36,1,1,0.75,1.5
40,0.25,36,1,1,0.25,0.5
41,0.25,31,1,1,0.75,1.5
42,0.25,27,2,2,1.0,2.0
43,0.25,27,1,1,0.5,1.0
44,0.25,58,1,1,0.5,1.0
45,0.25,20,1,1,0.25,0.5
46,0.25,36,0,1,0.5,1.0
47,0.25,32,2,2,0.75,1.5
48,0.25,30,1,1,0.25,0.5
49,0.25,38,2,2,0.5,1.0
50,0.25,35,2,2,1.0,2.0
51,0.25,29,1,2,0.75,1.5
52,0.25,18,1,2,0.25,0.5
53,0.25,20,1,1,0.0,0.0
54,0.25,32,2,1,0.0,0.0
55,0.25,29,1,2,0.375,0.75
56,0.25,34,0,1,0.25,0.5
57,0.25,30,2,2,0.5,1.0
58,0.25,41,0,2,0.125,0.25
59,0.25,21,1,1,1.0,2.0
